productID,style,reviewerID,reviewerName,reviewText,summary,rating
B000N6302Q,,A3SM7H70QI3TY8,SRH,"Be careful, NewAir will not stand by their products. Our NewAir broke within the first 4 hours of use.  The manufacturer will NOT cover the item under warranty. Just in case you're actually thinking of buying a NewAir product... think twice...

From: NewAir Sales <sales@newair.com>
Date: Fri, Nov 14, 2014 at 11:03 AM
Subject: Re: Icemaker return
To: Susan Ferguson <xxxxx@gwmail.gwu.edu>

Hi Susan,

The manufacturer warranty is void if the unit is purchased by a private seller who does not have our consent to sell our products. This is the same reason why we ask for a copy of your receipt upon requesting warranty claims because if it not from a valid authorized dealer we will not proceed with warranty work. We also list our authorized dealers on our web site for customer use. We stand behind our products, however when an item is purchased from a private seller the purchaser runs the risk of the item being used, open box, refurbished, and or a scratch and dent. Our one year limited manufacturer's warranty is only valid on new items sold by our authorized online dealers. It is unfortunate to see that you are in this situation, however you will need to contact the seller of the item for a replacement or refund.

Have a great day!

Mireya
Customer Support
NewAir | 3419 East Chapman Ave. #190 | Orange, CA 92869
Ph: 855-963-9247 Em: sales@newair.com
FB: facebook.com/NewAirUSA Twitter: @NewAirUSA
Pinterest: pinterest.com/NewAirUSA Instagram: NewAirUSA
Web: [...]
""Made by awesome""

On Thu, Nov 13, 2014 at 7:59 PM, Susan Ferguson <xxxxx@gwmail.gwu.edu> wrote:
Hello Mireya-

I'm sorry but I thought the manufacturer warranty was for the manufacturer, NewAir.  Please explain why the warranty is not valid in this case.  I don't see anywhere in the warranty exclusions that the warranty is not valid if not purchased from an authorized dealer.  In addition, a consumer would never know who ""authorized dealers"" are because if a company is selling your product doesn't that implicitly make them authorized to do so?

I sincerely hope that NewAir will reconsider this position and stand by the integrity of their products.  This ice machine was literally used for four hours before failing and it is, quite frankly egregious that your company is negating a warranty that explicitly states it will repair or replace defective materials or workmanship for up to one year.

Please let me know how I can talk to a dispute department regarding this matter.  I look forward to your response and I will refrain from giving any reviews of your product until this matter is resolved.

Thank you,
Susan Ferguson

On Thu, Nov 13, 2014 at 3:10 PM, NewAir Sales <sales@newair.com> wrote:
Hi Susan,

Unfortunately, the ice maker was not purchased from an authorized dealer. You will need to contact the seller ""Mehadrin"" through Amazon for any existing issues on your unit.

Have a great day!

Mireya
Customer Support
NewAir | 3419 East Chapman Ave. #190 | Orange, CA 92869
Ph: 855-963-9247 Em: sales@newair.com
FB: facebook.com/NewAirUSA Twitter: @NewAirUSA
Pinterest: pinterest.com/NewAirUSA Instagram: NewAirUSA
Web: [...]
""Made by awesome""

On Thu, Nov 13, 2014 at 12:32 PM, Susan Ferguson <xxxxxxxxx@gwmail.gwu.edu> wrote:
Hello-  I received an AI-100S icemaker in March 2014.  I used it one time and within 4 hours the cooling unit had shut down.  My best estimate is that the pump was still working (the water was getting pumped through) but the cooling mechanism was not.  When I plugged the unit back in to try it a few hours later, the cooling mechanism never turned on.

Since this product is still under warranty, I am hoping to acquire a new unit since this particular one has essentially never been used and is obviously faulty in some capacity.

I have attached the receipt for your reference.  It was purchased as a gift through Amazon Marketplace.  Thanks so much and I look forward to your response.

Susan Ferguson",NewAir will not stand behind their products - company emails included,1
B000NCTOUM,,A3GP2HMB2AFOKF,Juan,Great product,Five Stars,5
B001DHLGOS,,A3GP2HMB2AFOKF,Juan,Great product,Five Stars,5
B001DPFP88,,A3GP2HMB2AFOKF,Juan,Great product,Five Stars,5
B004XLDDNI,,A3GP2HMB2AFOKF,Juan,Great product,Five Stars,5
B0053F80JA,,A3GP2HMB2AFOKF,Juan,Great product,Five Stars,5
B00CW0O1EW,,A3GP2HMB2AFOKF,Juan,Great product,Five Stars,5
B00W4YKCGC,,A3GP2HMB2AFOKF,Juan,Great product fast shipping,Five Stars,5
B000NCTOUM,,AJPRN1TD1A0SD,transporter,cheap,Two Stars,2
B001DHLGOS,,AJPRN1TD1A0SD,transporter,cheap,Two Stars,2
B004XLDE5A,,AJPRN1TD1A0SD,transporter,cheap,Two Stars,2
B0053F7TQA,,AJPRN1TD1A0SD,transporter,cheap,Two Stars,2
B000NCTOUM,,A1AJW9DILZFTQI,Riteway Appliance,Great deal and fast shipping!,Five Stars,5
B004XLDHSE,,A1AJW9DILZFTQI,Riteway Appliance,Right on time and works great,Five Stars,5
B0053F7TQA,,A1AJW9DILZFTQI,Riteway Appliance,Great deal and fast shipping!,Five Stars,5
B0053F80JA,,A1AJW9DILZFTQI,Riteway Appliance,Great deal and fast shipping!,Five Stars,5
B008YDSH6E,,A1AJW9DILZFTQI,Riteway Appliance,Great deal and fast shipping!,Five Stars,5
B000NCTOUM,,A11SCLK8GDDN3C,mrclobhead,"All was fine, product was as advertised.",Five Stars,5
B004XLDDNI,,A11SCLK8GDDN3C,mrclobhead,"All was fine, product was as advertised.",Five Stars,5
B004XLDHSE,,A11SCLK8GDDN3C,mrclobhead,"ALL WAS GREAT, NO PROBLEM WORKS FINE.",Five Stars,5
B00CW0O1EW,,A11SCLK8GDDN3C,mrclobhead,"All is fine no problem to report, will definitely recommend them to my friends.",Five Stars,5
B00DM8JA7Q,,A11SCLK8GDDN3C,mrclobhead,"ALL IS FINE, ITEM WORKS GREAT.",Five Stars,5
B00MGMWTQS,,A11SCLK8GDDN3C,mrclobhead,"All was fine, product was as advertised.",Five Stars,5
B000NCTOUM,,A1LN48DHHCKLR3,Ernest Danel,received ok,Five Stars,5
B000XXYUSM,,A1LN48DHHCKLR3,Ernest Danel,received ok,Five Stars,5
B001DHLGOS,,A1LN48DHHCKLR3,Ernest Danel,received ok,Five Stars,5
B004XLDE5A,,A1LN48DHHCKLR3,Ernest Danel,received ok,Five Stars,5
B0053F7TQA,,A1LN48DHHCKLR3,Ernest Danel,received ok,Five Stars,5
B000NCTOUM,,A34A1UP40713F8,James. Backus,A spare thermofuse.  Two years ago my dryer spun but there was no heat.  I got a service tech undid the back and changed it in seconds.  So I decided for the price I ordered a spare just in case.,A spare thermofuse. Two years ago my dryer spun ...,4
B000VL060M,,A34A1UP40713F8,James. Backus,I bought a new range hood and found I needed a filter as it did not come with it.  I looked at it at Home Depot for about 9 dollars more then using Amazon Prime and having it the door within 2 days. It fit perfectly our new hood.,I bought a new range hood and found I needed ...,5
B0015UGPWQ,{'Size Name:': ' 4 Inch'},A34A1UP40713F8,James. Backus,I did not use the clamps but rather used the screw clamps I had .  Fits well and was the proper height.,Worked,4
B000VL060M,,A3B1B4E184FSUZ,jobeck1,A+,Five Stars,5
B0015UGPWQ,{'Size Name:': ' 4 Inch'},A3B1B4E184FSUZ,jobeck1,A+,Five Stars,5
B000XXWOGW,,A26M3TN8QICJ3K,Marty Baker,Great. Just what I needed.,Five Stars,5
B001DPFP88,,A26M3TN8QICJ3K,Marty Baker,Great. Just what I needed.,Five Stars,5
B004XLDE5A,,A26M3TN8QICJ3K,Marty Baker,Excellent! Exactly what I needed.,Five Stars,5
B00570RQ0A,,A26M3TN8QICJ3K,Marty Baker,Excellent! Exactly what I needed.,Five Stars,5
B00DM8JA7Q,,A26M3TN8QICJ3K,Marty Baker,Excellent! Exactly what I needed.,Five Stars,5
B00DM8KQ2Y,,A26M3TN8QICJ3K,Marty Baker,"Awesome, exactly what I needed",Five Stars,5
B000XXWOGW,,A1H2V1GNEY4LZ0,Handyman,The connect did not match up where I had to modidify it to work.,Good delivery for the price.,3
B00W4YKCGC,,A1H2V1GNEY4LZ0,Handyman,Work perfectly and on time!,Could not beat the great price and fast delivery!,5
B000XXWOGW,,A1EUO0BU72JR7T,Bilbo,"Consider the wisdom of spending a lot of money on replacement parts for a 10+ year old washer that you originally bought for $400. This is one of the cheaper parts so I could see getting this one (and maybe the agitator dogs and motor couplings).  If you're having problems with your motor/clutch/timer or other electrical part, you might want to think about getting another top loader like an Amana before they stop carrying them in stores in about a year or so...","Works well as a replacement, if that's what you want to do...",5
B001DPFP88,,A1EUO0BU72JR7T,Bilbo,"Consider the wisdom of spending a lot of money on replacement parts for a 10+ year old washer that you originally bought for $400. This is one of the cheaper parts so I could see getting this one (and maybe the lid switch or motor couplings).  If you're having problems with your motor/clutch/timer or other electrical part, you might want to think about getting another top loader like an Amana before they stop carrying them in stores in about a year or so...",Cheap repair; start considering buying a new washer...,5
B00DM8J11Q,,A1EUO0BU72JR7T,Bilbo,"Consider the wisdom of spending a lot of money on replacement parts for a 10+ year old washer that you originally bought for $400. This is one of the cheaper parts so I could see getting this one (and maybe the lid switch or motor couplings).  If you're having problems with your motor/clutch/timer or other electrical part, you might want to think about getting another top loader like an Amana before they stop carrying them in stores in about a year or so...",Cheap fix; start considering another washer...,5
B00MGMWTQS,,A1EUO0BU72JR7T,Bilbo,"The all-plastic insert ones are better than the ones with the metal ones - I used one of the metal inserts ones and after a short while the insert just spun inside of the coupler, which made me have to replace it AND pry off the metal insert from the shaft, which was the most annoying part.","Great coupler - use the all-plastic ones, not the ones with the metal spline insert...",5
B000XXWOGW,,A2HDUVKXR5CM7H,MIKE,"see original remarks, made the mistake of buying it again from same dealer same problems different machine.  Save your money !!",garbage,1
B004XLDHSE,,A2HDUVKXR5CM7H,MIKE,"works great instructions made job very simply just need the right tools, purchase kit, not just dog ears well worth the couple of extra pennies",worth the money,5
B00DM8JA7Q,,A2HDUVKXR5CM7H,MIKE,"piece of garbage switch set to high that it will not shut off, couldn't return because it was taken out of package how else do you know if it will work if you don't take it out and try it. bad return policy",does not work as promised,1
B000XXYUSM,,A1HWFUO5PKB2RW,Greg bernal,they ok parts,Three Stars,3
B00470A1S0,,A1HWFUO5PKB2RW,Greg bernal,it will last 6 mouths and u get to do it agian,temp fix,2
B0053F80JA,,A1HWFUO5PKB2RW,Greg bernal,ok part,Two Stars,2
B0056I99WG,,A1HWFUO5PKB2RW,Greg bernal,it did not last more then 3 days,One Star,1
B00126NABC,,A3NHUQ33CFH3VM,Greeny,"This is one of the more effective water filters I've used.  It states 300 gallon service capacity.  At least I've used them for over that amount without issue.

When you change filters, the flow acts funny for about the first half gallon - that's normal.  Some filters produce cloudy-looking water for the first gallon, but this one doesn't.  I've had no issues with these filters.

This is by far the simplest, most secure and easiest filter to install that I've experienced.  Also, I didn't find a better deal anywhere else including the manufacturer's site.  They try to sell these single by single, but sometimes in a pack of three.

It's just another filter to keep buying at its hefty price.  But its easy to install.",Better deal than on manufacturer's site.  Does not last long,3
B0014CN8Y8,,A3NHUQ33CFH3VM,Greeny,"This is a complete kit for cleaning the dryer vents, a necessary thing. I had checked all the products and this was the best deal at the time I got it.",Complete kit for cleaning out dryer vents,5
B00126NABC,,A26Y776G7VVBCQ,JPM,Works great. Best price I could find on the internest. Shipped quickly with no problems. Will buy this again in 8 months when I need another one.,Perfect Fit and OEM part,4
B004XLDE5A,,A26Y776G7VVBCQ,JPM,"This did the trick to make my dryer new again. It is a bit different than the original. You have to splice 2 wires together, so be prepared with wire cutters and something to crimp it. The replacement needs screws to secure to the element and in my bag there wasn't any, so I had to make a quick trip to the hardware store to buy them. (all of `10 cents,but added an extra hour to my repair time). All in all my clothes are actually drying at the right time now and I don't have to run it a second time. It came new in plastic bag.","Just like new, but you have to do a little work to make it work",4
B0056I99WG,,A26Y776G7VVBCQ,JPM,"I got a warehouse deal ""LIKE NEW"" and when I installed it, the coil got hot with the timer switch ""on"" but the dryer wasn't running. So in other words, I turned on the dryer to time dry 30 mins, but didn't start the tumbler yet. When I went back in the laundry room about 30 minutes later, it was incredibly hot in there, so I felt the dryer and it was very hot to the touch. I shut it off, unplugged and proceeded to see what the problem was. I changed the thermostat timer and still did the same. I found a youtube video where the guy says the heater element is grounded out and will stay on. Upon very close inspection to the element (after it cooled off), I notice one of the ceramic pieces that hold a coil was broken off and the coil was touching the casing. I flipped the coil back on the ceramic holder and plugged it back in. It worked! Well, I'm not taking any chances with this thing getting hot like it did the coil slips off the broken holder and grounds out again. This unit is going back, and I guess I know why it was in the ""used"" bin. I don't blame the manufacturer, it's just a broken unit that got re-sold. The next unit I will test BEFORE I install it. That would have saved me from a lot of trouble and potential damage from the heater coil being stuck on. Meanwhile, off to the laundrymat I go!",Bought a Warehouse deal and it was damaged. Lesson learned.,2
B00570RQ0A,,A26Y776G7VVBCQ,JPM,"Fixed my washer and fit perfect. Just like, well actually seemed like it designed better than the original. We'll see if it lasts 9 years like the original did.",Just like the original,5
B0014CN8Y8,,A1T1YSCDW0PD25,Lantana Al,"I used this today, going in from the roof.

Pros:
* Works great to clean out lint - almost ""fun"" to use and see the lint come out
* Comes with a short & helpful DVD (English & French)
* I almost gave it 5 stars but because of the cons I think 4 stars is more appropriate

Cons:
* *** BE CAREFUL *** Have to be careful not to purposely or *accidentally* put the drill into reverse or the brush head will detach/unscrew
* *** BE CAREFUL *** Set your drill clutch to no more than half of the maximum setting or the rods may break from too much torque
* I wonder about the possibility of a rod breaking or brush unscrewing... I wonder how tough this thing is... it seems decent, but I would be more confident if it seemed very well built instead of just ""decent"".

Other:
* See the photos I uploaded. I was surprised how much lint came out.
* My 3-year-old enjoyed watching the DVD over and over!
* I went in from the exhaust on the roof and had the dryer blowing cool air out",Works great but be careful!,4
B001769IVI,,A1Y4UNHRP312HS,Colorado Jerry,I used these (2) hoses to replace the original equipment rubber hoses. My previous experience with these hoses gave me peace of mind when I would be away from my home for extended vacations. I expect years of leak-free use.,I used these (2) hoses to replace the original equipment ...,5
B004UB1O9Q,{'Style Name:': ' 2 Pack'},A1Y4UNHRP312HS,Colorado Jerry,"This is the OEM filter. It removes contaminants and lead according to the literature, and it does improve the taste. I use the water for my coffee, tea, home made soda [Sodastream], and drinking water. Very satisfied with the taste. I also make a habit of replacing these whenever the ""replace light"" comes on.",Does its Job.,5
B00AHR3IG4,,A1Y4UNHRP312HS,Colorado Jerry,"This is the OEM filter. It removes contaminants and lead according to the literature, and it does improve the taste. I use the water for my coffee, tea, home made soda [Sodastream], and drinking water. Very satisfied with the taste. I also make a habit of replacing these whenever the ""replace light"" comes on.",Does its Job.,5
B001DHLGOS,,A13391AZAFJ67K,Fred A,good,Five Stars,5
B00470A1S0,,A13391AZAFJ67K,Fred A,good,Five Stars,5
B004XLDDNI,,A13391AZAFJ67K,Fred A,good,Five Stars,5
B004XLDE5A,,A13391AZAFJ67K,Fred A,very good,Five Stars,5
B0056I99WG,,A13391AZAFJ67K,Fred A,good,Five Stars,5
B00570RQ0A,,A13391AZAFJ67K,Fred A,good,Five Stars,5
B00CW0O1EW,,A13391AZAFJ67K,Fred A,Exelent,Five Stars,5
B00P9C66PM,,A13391AZAFJ67K,Fred A,good,Five Stars,5
B001DHLGOS,,A37DQO5LU8DXTV,Easy Appliance,good job,Five Stars,5
B00470A1S0,,A37DQO5LU8DXTV,Easy Appliance,"Sorry about that, I took too long to leave the feedback, you are an amazing businessman.
Thank you again.",you are an amazing businessman. Thank you again,5
B004XLDE5A,,A37DQO5LU8DXTV,Easy Appliance,Good,Five Stars,5
B0056I99WG,,A37DQO5LU8DXTV,Easy Appliance,Thanks,Five Stars,5
B00570RQ0A,,A37DQO5LU8DXTV,Easy Appliance,good,Five Stars,5
B00CW0O1EW,,A37DQO5LU8DXTV,Easy Appliance,Good,Five Stars,5
B00P9C66PM,,A37DQO5LU8DXTV,Easy Appliance,Good job,Five Stars,5
B00W4YKCGC,,A37DQO5LU8DXTV,Easy Appliance,Good,Five Stars,5
B001DHLGOS,,A3J8IC20SGBS2O,Mr and Mrs Burk,"As the prices go up on appliance parts, you have to look elsewhere to save money.
  Sooooo... 30 minutes or so on You tube looking up videos showing you how to install the element could save you 100 bucks or more.
Mr Burke",reasonably priced,5
B0053F7TQA,,A3J8IC20SGBS2O,Mr and Mrs Burk,"A dryer thermostat which does as it was designed, to limit the heat to the element of your dryer
Mr Burke",Does what it is supposed to do,5
B0056I99WG,,A3J8IC20SGBS2O,Mr and Mrs Burk,Money saver for a do-it your-selfer-excellent quality,Five Stars,5
B008YDSH6E,,A3J8IC20SGBS2O,Mr and Mrs Burk,"I am a technician. I have been a technician since 1971. Having used Supco relays for over 30 years when they first became available,  I have always found them to be reliable and they saved me from carrying 40 or 50 types of relays in my truck.

  Mr burke","Totally reliable relays, 45 years experience",5
B00DM8KQ2Y,,A3J8IC20SGBS2O,Mr and Mrs Burk,works perfectly,Five Stars,5
B001DPFP88,,A23KSPVPHZF6EO,Angela Samos Guardia,Worked great thank you.,Five Stars,5
B008YDSH6E,,A23KSPVPHZF6EO,Angela Samos Guardia,Worked great thank you.,Five Stars,5
B00CW0O1EW,,A23KSPVPHZF6EO,Angela Samos Guardia,WONDERFUL!,Five Stars,5
B00P9C66PM,,A23KSPVPHZF6EO,Angela Samos Guardia,"This works great, wonderful product it worked good.",Five Stars,5
B001DPFP88,,A6FPI5CM4W5WB,Tim Veteto,Good  Job,Good  Job,5
B00470A1S0,,A6FPI5CM4W5WB,Tim Veteto,"Great product, on time.",Great,5
B004XLDDNI,,A6FPI5CM4W5WB,Tim Veteto,Great,Great,5
B004XLDE5A,,A6FPI5CM4W5WB,Tim Veteto,Great,Great,5
B0053F80JA,,A6FPI5CM4W5WB,Tim Veteto,Great,Great,5
B0056I99WG,,A6FPI5CM4W5WB,Tim Veteto,Good job,Good job,5
B00MGMWTQS,,A6FPI5CM4W5WB,Tim Veteto,Great,Great,5
B001DPFP88,,A3H61AMBJ177DG,Randy Bailey,as advertised,Five Stars,5
B00470A1S0,,A3H61AMBJ177DG,Randy Bailey,as advertised,Five Stars,5
B00DM8KQ2Y,,A3H61AMBJ177DG,Randy Bailey,as advertised,Five Stars,5
B00MGMWTQS,,A3H61AMBJ177DG,Randy Bailey,as advertised,Five Stars,5
B00W4YKCGC,,A3H61AMBJ177DG,Randy Bailey,as advertised.,Five Stars,5
B001DPFP88,,AVGG8CYK8K312,Larry,great price I keep one in stock,Washer clutch,5
B00CW0O1EW,,AVGG8CYK8K312,Larry,very low price good money maker too,Thermal fuses,5
B00DM8JA7Q,,AVGG8CYK8K312,Larry,These are a great buy I replace alot of them they seem to fit fine,Lid switch,5
B00MGMWTQS,,AVGG8CYK8K312,Larry,Very satisfied I love these prices and prompt  courteous service,Five Stars,5
B00W4YKCGC,,AVGG8CYK8K312,Larry,I use these regular on my jobs I love the pricing too,Five Stars,5
B004UB1O9Q,{'Style:': ' 3 Pack'},A329823SXZ8IBE,J!,Fit perfectly in my fridge.  No leaks and the water tastes great.,Awesome,5
B00AHR3IG4,,A329823SXZ8IBE,J!,Fit perfectly in my fridge.  No leaks and the water tastes great.,Awesome,5
B004XLDDNI,,A2V0JXLJ9VCNNX,Amazon Customer,GREAT PART.,Five Stars,5
B0053F80JA,,A2V0JXLJ9VCNNX,Amazon Customer,WORKING GREAT,Five Stars,5
B0056I99WG,,A2V0JXLJ9VCNNX,Amazon Customer,DRYER WORKING GREAT,Five Stars,5
B00570RQ0A,,A2V0JXLJ9VCNNX,Amazon Customer,washer washing,Five Stars,5
B00DM8J11Q,,A2V0JXLJ9VCNNX,Amazon Customer,GOOD DOGS.,Five Stars,5
B00MGMWTQS,,A2V0JXLJ9VCNNX,Amazon Customer,JUST RIGHT...,Five Stars,5
B00P9C66PM,,A2V0JXLJ9VCNNX,Amazon Customer,WASHER SPINNING NOW.,Five Stars,5
B004XLDE5A,,AFUVGAUNQVT0S,Brian M.,"Common failure part in these dryers, but with the great price on these replacements I still have margin to make money and repair the right time the first time!",but with the great price on these replacements I still have margin to ...,5
B008YDSH6E,,AFUVGAUNQVT0S,Brian M.,These start devices are great for all domestic refrigeration start device repairs. They exceed the original device and very easy to install.,Got compressor start problem?,5
B00CW0O1EW,,AFUVGAUNQVT0S,Brian M.,This muti pack makes sure I always have the part to finish the job. I can be in and out with a check in hand.,This muti pack makes sure I always have the part ...,5
B00DM8J11Q,,AFUVGAUNQVT0S,Brian M.,Common failure with the whilrlpool agitator after a few years of service. I'm in and out with these replacement parts on the van.,Common failure with the whilrlpool agitator after a few years ...,5
B00DM8KQ2Y,,AFUVGAUNQVT0S,Brian M.,Common failure part on Whirlpool built top load washers. This is an easy replacement and the customer was up and running in no time.,This is an easy replacement and the customer was up and running in ...,5
B00P9C66PM,,AFUVGAUNQVT0S,Brian M.,the spin clutch is a wear part on WP built top loaders so this clutch kit takes care of a slow spin issue and at a great price.,... care of a slow spin issue and at a great price.,5
B004XLDHSE,,A2O7BWHBIV1HWZ,A/C dude,Worked great!!,Five Stars,5
B00570RQ0A,,A2O7BWHBIV1HWZ,A/C dude,worked great!!,Five Stars,5
B008YDSH6E,,A2O7BWHBIV1HWZ,A/C dude,Worked great!! I just wonder how long they last. Guess I'll find out. This product is very easy to install!!,Worked great!! I just wonder how long they last,5
B00DM8J11Q,,A2O7BWHBIV1HWZ,A/C dude,Great!!,Five Stars,5
B00DM8JA7Q,,A2O7BWHBIV1HWZ,A/C dude,worked great,Five Stars,5
B00JGTUQJ6,,ALZOND1IEW8KS,Bill,Filter works just like the more expensive filters,works great,5
B00JGTUQJ6,,A2OP8DEIIUESP,Chris,First time I used this brand. But will buy it again. Worked just like all the others I have bought in the past,water tastes great,5
